Device;Datetime;"Humidity ext (%)";"Temp ext (C)";
"K-B3 ACOEM SW 5";2024-10-16 15:00:00;73,93;11,95;
"K-B3 ACOEM SW 5";2024-10-16 14:00:00;74,11;11,89;
"K-B3 ACOEM SW 5";2024-10-16 13:00:00;74,27;11,80;
"K-B3 ACOEM SW 5";2024-10-16 12:00:00;76,59;11,51;
"K-B3 ACOEM SW 5";2024-10-16 11:00:00;80,98;10,52;
"K-B3 ACOEM SW 5";2024-10-16 10:00:00;89,89;7,85;
"K-B3 ACOEM SW 5";2024-10-16 09:00:00;93,25;5,53;
"K-B3 ACOEM SW 5";2024-10-16 08:00:00;93,91;4,80;
"K-B3 ACOEM SW 5";2024-10-16 07:00:00;94,09;4,35;
"K-B3 ACOEM SW 5";2024-10-16 06:00:00;94,10;4,26;
"K-B3 ACOEM SW 5";2024-10-16 05:00:00;94,12;4,36;
"K-B3 ACOEM SW 5";2024-10-16 04:00:00;93,57;4,53;
"K-B3 ACOEM SW 5";2024-10-16 03:00:00;93,61;4,78;
"K-B3 ACOEM SW 5";2024-10-16 02:00:00;93,31;4,98;
"K-B3 ACOEM SW 5";2024-10-16 01:00:00;92,87;5,30;
"K-B3 ACOEM SW 5";2024-10-16 00:00:00;91,96;5,75;
"K-B3 ACOEM SW 5";2024-10-15 23:00:00;91,25;6,35;
"K-B3 ACOEM SW 5";2024-10-15 22:00:00;88,54;6,87;
"K-B3 ACOEM SW 5";2024-10-15 21:00:00;84,35;7,81;
"K-B3 ACOEM SW 5";2024-10-15 20:00:00;80,76;8,93;
"K-B3 ACOEM SW 5";2024-10-15 19:00:00;78,44;9,79;
"K-B3 ACOEM SW 5";2024-10-15 18:00:00;72,26;11,05;
"K-B3 ACOEM SW 5";2024-10-15 17:00:00;61,94;13,08;
"K-B3 ACOEM SW 5";2024-10-15 16:00:00;59,70;12,89;
"K-B3 ACOEM SW 5";2024-10-15 15:00:00;55,54;13,50;
"K-B3 ACOEM SW 5";2024-10-15 14:00:00;53,55;13,71;
"K-B3 ACOEM SW 5";2024-10-15 13:00:00;53,16;12,83;
"K-B3 ACOEM SW 5";2024-10-15 12:00:00;57,57;11,29;
"K-B3 ACOEM SW 5";2024-10-15 11:00:00;73,93;7,52;
"K-B3 ACOEM SW 5";2024-10-15 10:00:00;81,42;4,53;
"K-B3 ACOEM SW 5";2024-10-15 09:00:00;84,82;3,02;
"K-B3 ACOEM SW 5";2024-10-15 08:00:00;86,63;3,04;
"K-B3 ACOEM SW 5";2024-10-15 07:00:00;84,18;3,35;
"K-B3 ACOEM SW 5";2024-10-15 06:00:00;81,06;3,53;
"K-B3 ACOEM SW 5";2024-10-15 05:00:00;84,64;3,82;
"K-B3 ACOEM SW 5";2024-10-15 04:00:00;82,12;4,36;
"K-B3 ACOEM SW 5";2024-10-15 03:00:00;78,35;5,01;
"K-B3 ACOEM SW 5";2024-10-15 02:00:00;74,59;5,65;
"K-B3 ACOEM SW 5";2024-10-15 01:00:00;70,72;6,14;
"K-B3 ACOEM SW 5";2024-10-15 00:00:00;72,71;6,56;
"K-B3 ACOEM SW 5";2024-10-14 23:00:00;69,84;6,47;
"K-B3 ACOEM SW 5";2024-10-14 22:00:00;70,19;6,73;
"K-B3 ACOEM SW 5";2024-10-14 21:00:00;66,24;7,49;
"K-B3 ACOEM SW 5";2024-10-14 20:00:00;62,78;8,51;
"K-B3 ACOEM SW 5";2024-10-14 19:00:00;55,97;10,43;
"K-B3 ACOEM SW 5";2024-10-14 18:00:00;53,72;11,66;
"K-B3 ACOEM SW 5";2024-10-14 17:00:00;50,88;12,82;
"K-B3 ACOEM SW 5";2024-10-14 16:00:00;51,82;12,62;
"K-B3 ACOEM SW 5";2024-10-14 15:00:00;51,61;12,37;
"K-B3 ACOEM SW 5";2024-10-14 14:00:00;52,89;12,17;
"K-B3 ACOEM SW 5";2024-10-14 13:00:00;58,03;10,86;
"K-B3 ACOEM SW 5";2024-10-14 12:00:00;61,78;9,53;
"K-B3 ACOEM SW 5";2024-10-14 11:00:00;67,84;8,45;
"K-B3 ACOEM SW 5";2024-10-14 10:00:00;76,20;6,30;
"K-B3 ACOEM SW 5";2024-10-14 09:00:00;80,13;5,50;
"K-B3 ACOEM SW 5";2024-10-14 08:00:00;80,77;5,94;
"K-B3 ACOEM SW 5";2024-10-14 07:00:00;82,66;6,72;
"K-B3 ACOEM SW 5";2024-10-14 06:00:00;86,02;7,22;
"K-B3 ACOEM SW 5";2024-10-14 05:00:00;89,59;7,70;
"K-B3 ACOEM SW 5";2024-10-14 04:00:00;87,52;8,62;
"K-B3 ACOEM SW 5";2024-10-14 03:00:00;89,00;8,49;
"K-B3 ACOEM SW 5";2024-10-14 02:00:00;90,16;8,41;
"K-B3 ACOEM SW 5";2024-10-14 01:00:00;91,65;8,42;
"K-B3 ACOEM SW 5";2024-10-14 00:00:00;91,74;8,30;
"K-B3 ACOEM SW 5";2024-10-13 23:00:00;91,97;8,05;
"K-B3 ACOEM SW 5";2024-10-13 22:00:00;90,75;8,08;
"K-B3 ACOEM SW 5";2024-10-13 21:00:00;91,03;8,49;
"K-B3 ACOEM SW 5";2024-10-13 20:00:00;89,91;9,07;
"K-B3 ACOEM SW 5";2024-10-13 19:00:00;88,71;9,77;
"K-B3 ACOEM SW 5";2024-10-13 18:00:00;88,57;10,00;
"K-B3 ACOEM SW 5";2024-10-13 17:00:00;87,97;10,54;
"K-B3 ACOEM SW 5";2024-10-13 16:00:00;84,66;11,08;
"K-B3 ACOEM SW 5";2024-10-13 15:00:00;79,36;11,21;
"K-B3 ACOEM SW 5";2024-10-13 14:00:00;81,48;11,40;
"K-B3 ACOEM SW 5";2024-10-13 13:00:00;81,71;11,49;
"K-B3 ACOEM SW 5";2024-10-13 12:00:00;87,77;10,51;
"K-B3 ACOEM SW 5";2024-10-13 11:00:00;89,19;9,51;
"K-B3 ACOEM SW 5";2024-10-13 10:00:00;87,82;10,18;
"K-B3 ACOEM SW 5";2024-10-13 09:00:00;81,24;10,78;
"K-B3 ACOEM SW 5";2024-10-13 08:00:00;80,35;10,90;
"K-B3 ACOEM SW 5";2024-10-13 07:00:00;79,51;11,24;
"K-B3 ACOEM SW 5";2024-10-13 06:00:00;80,69;11,16;
"K-B3 ACOEM SW 5";2024-10-13 05:00:00;81,40;11,10;
"K-B3 ACOEM SW 5";2024-10-13 04:00:00;80,37;11,12;
"K-B3 ACOEM SW 5";2024-10-13 03:00:00;78,87;11,11;
"K-B3 ACOEM SW 5";2024-10-13 02:00:00;78,19;11,04;
"K-B3 ACOEM SW 5";2024-10-13 01:00:00;78,62;10,96;
"K-B3 ACOEM SW 5";2024-10-13 00:00:00;78,08;10,90;
"K-B3 ACOEM SW 5";2024-10-12 23:00:00;76,85;10,92;
"K-B3 ACOEM SW 5";2024-10-12 22:00:00;76,86;10,95;
"K-B3 ACOEM SW 5";2024-10-12 21:00:00;78,15;10,79;
"K-B3 ACOEM SW 5";2024-10-12 20:00:00;87,65;9,68;
"K-B3 ACOEM SW 5";2024-10-12 19:00:00;92,65;9,66;
"K-B3 ACOEM SW 5";2024-10-12 18:00:00;92,10;9,79;
"K-B3 ACOEM SW 5";2024-10-12 17:00:00;90,29;10,07;
"K-B3 ACOEM SW 5";2024-10-12 16:00:00;89,61;10,16;
"K-B3 ACOEM SW 5";2024-10-12 15:00:00;85,69;10,96;
"K-B3 ACOEM SW 5";2024-10-12 14:00:00;86,30;9,83;
"K-B3 ACOEM SW 5";2024-10-12 13:00:00;89,47;9,78;
"K-B3 ACOEM SW 5";2024-10-12 12:00:00;92,89;8,18;
"K-B3 ACOEM SW 5";2024-10-12 11:00:00;92,25;7,47;
"K-B3 ACOEM SW 5";2024-10-12 10:00:00;90,97;5,96;
"K-B3 ACOEM SW 5";2024-10-12 09:00:00;87,82;5,04;
"K-B3 ACOEM SW 5";2024-10-12 08:00:00;86,77;4,37;
"K-B3 ACOEM SW 5";2024-10-12 07:00:00;86,14;4,31;
"K-B3 ACOEM SW 5";2024-10-12 06:00:00;83,96;4,23;
"K-B3 ACOEM SW 5";2024-10-12 05:00:00;82,72;4,39;
"K-B3 ACOEM SW 5";2024-10-12 04:00:00;82,34;4,44;
"K-B3 ACOEM SW 5";2024-10-12 03:00:00;81,89;4,43;
"K-B3 ACOEM SW 5";2024-10-12 02:00:00;80,49;4,74;
"K-B3 ACOEM SW 5";2024-10-12 01:00:00;77,99;5,26;
"K-B3 ACOEM SW 5";2024-10-12 00:00:00;74,74;5,81;
"K-B3 ACOEM SW 5";2024-10-11 23:00:00;73,49;6,33;
"K-B3 ACOEM SW 5";2024-10-11 22:00:00;77,24;6,69;
"K-B3 ACOEM SW 5";2024-10-11 21:00:00;82,49;6,75;
"K-B3 ACOEM SW 5";2024-10-11 20:00:00;79,96;7,15;
"K-B3 ACOEM SW 5";2024-10-11 19:00:00;75,24;8,06;
"K-B3 ACOEM SW 5";2024-10-11 18:00:00;70,74;9,16;
"K-B3 ACOEM SW 5";2024-10-11 17:00:00;66,76;10,41;
"K-B3 ACOEM SW 5";2024-10-11 16:00:00;68,12;11,02;
"K-B3 ACOEM SW 5";2024-10-11 15:00:00;67,74;11,19;
"K-B3 ACOEM SW 5";2024-10-11 14:00:00;64,94;11,50;
"K-B3 ACOEM SW 5";2024-10-11 13:00:00;62,05;11,05;
"K-B3 ACOEM SW 5";2024-10-11 12:00:00;58,54;10,17;
"K-B3 ACOEM SW 5";2024-10-11 11:00:00;65,88;8,51;
"K-B3 ACOEM SW 5";2024-10-11 10:00:00;73,22;6,76;
"K-B3 ACOEM SW 5";2024-10-11 09:00:00;76,16;5,97;
"K-B3 ACOEM SW 5";2024-10-11 08:00:00;76,67;5,72;
"K-B3 ACOEM SW 5";2024-10-11 07:00:00;74,53;5,49;
"K-B3 ACOEM SW 5";2024-10-11 06:00:00;71,54;5,18;
"K-B3 ACOEM SW 5";2024-10-11 05:00:00;65,06;5,80;
"K-B3 ACOEM SW 5";2024-10-11 04:00:00;61,19;6,09;
"K-B3 ACOEM SW 5";2024-10-11 03:00:00;61,22;6,29;
"K-B3 ACOEM SW 5";2024-10-11 02:00:00;60,27;6,80;
"K-B3 ACOEM SW 5";2024-10-11 01:00:00;58,82;7,51;
"K-B3 ACOEM SW 5";2024-10-11 00:00:00;58,65;8,27;
"K-B3 ACOEM SW 5";2024-10-10 23:00:00;62,24;8,81;
"K-B3 ACOEM SW 5";2024-10-10 22:00:00;65,26;9,21;
"K-B3 ACOEM SW 5";2024-10-10 21:00:00;66,51;10,30;
"K-B3 ACOEM SW 5";2024-10-10 20:00:00;68,09;11,82;
"K-B3 ACOEM SW 5";2024-10-10 19:00:00;69,81;13,63;
"K-B3 ACOEM SW 5";2024-10-10 18:00:00;81,77;14,68;
"K-B3 ACOEM SW 5";2024-10-10 17:00:00;77,50;15,81;
"K-B3 ACOEM SW 5";2024-10-10 16:00:00;79,54;15,05;
"K-B3 ACOEM SW 5";2024-10-10 15:00:00;72,09;16,77;
"K-B3 ACOEM SW 5";2024-10-10 14:00:00;74,98;15,78;
"K-B3 ACOEM SW 5";2024-10-10 13:00:00;75,36;15,94;
"K-B3 ACOEM SW 5";2024-10-10 12:00:00;80,35;14,56;
"K-B3 ACOEM SW 5";2024-10-10 11:00:00;87,44;12,68;
"K-B3 ACOEM SW 5";2024-10-10 10:00:00;93,01;11,03;
"K-B3 ACOEM SW 5";2024-10-10 09:00:00;92,74;11,14;
"K-B3 ACOEM SW 5";2024-10-10 08:00:00;94,04;11,30;
"K-B3 ACOEM SW 5";2024-10-10 07:00:00;94,07;11,53;
"K-B3 ACOEM SW 5";2024-10-10 06:00:00;94,49;11,65;
"K-B3 ACOEM SW 5";2024-10-10 05:00:00;93,67;11,88;
"K-B3 ACOEM SW 5";2024-10-10 04:00:00;92,70;12,19;
"K-B3 ACOEM SW 5";2024-10-10 03:00:00;92,49;12,35;
"K-B3 ACOEM SW 5";2024-10-10 02:00:00;92,50;12,33;
"K-B3 ACOEM SW 5";2024-10-10 01:00:00;91,34;12,55;
"K-B3 ACOEM SW 5";2024-10-10 00:00:00;90,84;12,78;
"K-B3 ACOEM SW 5";2024-10-09 23:00:00;91,82;12,98;
"K-B3 ACOEM SW 5";2024-10-09 22:00:00;92,11;13,00;
"K-B3 ACOEM SW 5";2024-10-09 21:00:00;91,44;13,01;
"K-B3 ACOEM SW 5";2024-10-09 20:00:00;93,09;13,38;
"K-B3 ACOEM SW 5";2024-10-09 19:00:00;93,90;13,54;
"K-B3 ACOEM SW 5";2024-10-09 18:00:00;92,35;13,77;
"K-B3 ACOEM SW 5";2024-10-09 17:00:00;92,09;13,61;
"K-B3 ACOEM SW 5";2024-10-09 16:00:00;91,35;13,73;
"K-B3 ACOEM SW 5";2024-10-09 15:00:00;92,34;13,64;
"K-B3 ACOEM SW 5";2024-10-09 14:00:00;91,69;14,28;
"K-B3 ACOEM SW 5";2024-10-09 13:00:00;91,50;14,26;
"K-B3 ACOEM SW 5";2024-10-09 12:00:00;90,04;14,19;
"K-B3 ACOEM SW 5";2024-10-09 11:00:00;91,89;13,63;
"K-B3 ACOEM SW 5";2024-10-09 10:00:00;92,41;13,37;
"K-B3 ACOEM SW 5";2024-10-09 09:00:00;93,11;13,25;
"K-B3 ACOEM SW 5";2024-10-09 08:00:00;95,90;13,58;
"K-B3 ACOEM SW 5";2024-10-09 07:00:00;96,91;13,65;
"K-B3 ACOEM SW 5";2024-10-09 06:00:00;96,40;13,63;
"K-B3 ACOEM SW 5";2024-10-09 05:00:00;95,94;13,58;
"K-B3 ACOEM SW 5";2024-10-09 04:00:00;96,38;13,72;
"K-B3 ACOEM SW 5";2024-10-09 03:00:00;96,28;13,70;
"K-B3 ACOEM SW 5";2024-10-09 02:00:00;97,12;13,58;
"K-B3 ACOEM SW 5";2024-10-09 01:00:00;96,40;12,88;
"K-B3 ACOEM SW 5";2024-10-09 00:00:00;97,70;12,48;
"K-B3 ACOEM SW 5";2024-10-08 23:00:00;97,84;12,02;
"K-B3 ACOEM SW 5";2024-10-08 22:00:00;96,72;11,76;
"K-B3 ACOEM SW 5";2024-10-08 21:00:00;95,80;12,30;
"K-B3 ACOEM SW 5";2024-10-08 20:00:00;94,29;12,87;
"K-B3 ACOEM SW 5";2024-10-08 19:00:00;92,61;13,34;
"K-B3 ACOEM SW 5";2024-10-08 18:00:00;94,25;13,36;
"K-B3 ACOEM SW 5";2024-10-08 17:00:00;93,76;13,54;
"K-B3 ACOEM SW 5";2024-10-08 16:00:00;90,26;13,71;
"K-B3 ACOEM SW 5";2024-10-08 15:00:00;90,91;13,46;
"K-B3 ACOEM SW 5";2024-10-08 14:00:00;91,67;13,32;
"K-B3 ACOEM SW 5";2024-10-08 13:00:00;95,43;13,11;
"K-B3 ACOEM SW 5";2024-10-08 12:00:00;96,93;12,85;
"K-B3 ACOEM SW 5";2024-10-08 11:00:00;95,88;13,00;
"K-B3 ACOEM SW 5";2024-10-08 10:00:00;95,20;13,07;
"K-B3 ACOEM SW 5";2024-10-08 09:00:00;95,39;13,01;
"K-B3 ACOEM SW 5";2024-10-08 08:00:00;95,59;12,97;
"K-B3 ACOEM SW 5";2024-10-08 07:00:00;95,40;13,05;
"K-B3 ACOEM SW 5";2024-10-08 06:00:00;95,98;13,20;
"K-B3 ACOEM SW 5";2024-10-08 05:00:00;96,14;13,20;
"K-B3 ACOEM SW 5";2024-10-08 04:00:00;96,01;13,25;
"K-B3 ACOEM SW 5";2024-10-08 03:00:00;95,62;13,24;
"K-B3 ACOEM SW 5";2024-10-08 02:00:00;95,54;13,12;
"K-B3 ACOEM SW 5";2024-10-08 01:00:00;95,29;12,97;
"K-B3 ACOEM SW 5";2024-10-08 00:00:00;94,98;12,96;
"K-B3 ACOEM SW 5";2024-10-07 23:00:00;95,35;12,76;
"K-B3 ACOEM SW 5";2024-10-07 22:00:00;96,56;12,25;
"K-B3 ACOEM SW 5";2024-10-07 21:00:00;96,38;11,59;
"K-B3 ACOEM SW 5";2024-10-07 20:00:00;95,44;11,30;
"K-B3 ACOEM SW 5";2024-10-07 19:00:00;93,88;10,93;
"K-B3 ACOEM SW 5";2024-10-07 18:00:00;92,12;10,94;
"K-B3 ACOEM SW 5";2024-10-07 17:00:00;84,80;11,53;
"K-B3 ACOEM SW 5";2024-10-07 16:00:00;84,12;11,86;
"K-B3 ACOEM SW 5";2024-10-07 15:00:00;82,80;12,00;
"K-B3 ACOEM SW 5";2024-10-07 14:00:00;83,54;11,55;
"K-B3 ACOEM SW 5";2024-10-07 13:00:00;77,29;11,76;
"K-B3 ACOEM SW 5";2024-10-07 12:00:00;81,11;11,26;
"K-B3 ACOEM SW 5";2024-10-07 11:00:00;77,50;11,39;
"K-B3 ACOEM SW 5";2024-10-07 10:00:00;68,84;11,73;
"K-B3 ACOEM SW 5";2024-10-07 09:00:00;67,84;11,52;
"K-B3 ACOEM SW 5";2024-10-07 08:00:00;68,09;11,54;
"K-B3 ACOEM SW 5";2024-10-07 07:00:00;70,43;11,28;
"K-B3 ACOEM SW 5";2024-10-07 06:00:00;75,05;11,16;
"K-B3 ACOEM SW 5";2024-10-07 05:00:00;77,32;11,38;
"K-B3 ACOEM SW 5";2024-10-07 04:00:00;78,68;11,81;
"K-B3 ACOEM SW 5";2024-10-07 03:00:00;78,84;11,52;
"K-B3 ACOEM SW 5";2024-10-07 02:00:00;79,88;11,69;
"K-B3 ACOEM SW 5";2024-10-07 01:00:00;81,95;11,65;
"K-B3 ACOEM SW 5";2024-10-07 00:00:00;89,09;9,18;
"K-B3 ACOEM SW 5";2024-10-06 23:00:00;85,07;9,40;
"K-B3 ACOEM SW 5";2024-10-06 22:00:00;78,58;10,43;
"K-B3 ACOEM SW 5";2024-10-06 21:00:00;74,43;11,26;
"K-B3 ACOEM SW 5";2024-10-06 20:00:00;74,42;11,98;
"K-B3 ACOEM SW 5";2024-10-06 19:00:00;72,61;12,91;
"K-B3 ACOEM SW 5";2024-10-06 18:00:00;68,88;13,68;
"K-B3 ACOEM SW 5";2024-10-06 17:00:00;67,03;14,57;
"K-B3 ACOEM SW 5";2024-10-06 16:00:00;71,98;14,70;
"K-B3 ACOEM SW 5";2024-10-06 15:00:00;74,34;14,42;
"K-B3 ACOEM SW 5";2024-10-06 14:00:00;74,09;14,83;
"K-B3 ACOEM SW 5";2024-10-06 13:00:00;74,28;14,91;
"K-B3 ACOEM SW 5";2024-10-06 12:00:00;72,50;15,64;
"K-B3 ACOEM SW 5";2024-10-06 11:00:00;76,03;14,06;
"K-B3 ACOEM SW 5";2024-10-06 10:00:00;89,84;10,50;
"K-B3 ACOEM SW 5";2024-10-06 09:00:00;92,44;8,52;
"K-B3 ACOEM SW 5";2024-10-06 08:00:00;89,68;9,31;
"K-B3 ACOEM SW 5";2024-10-06 07:00:00;87,12;10,30;
"K-B3 ACOEM SW 5";2024-10-06 06:00:00;88,43;10,11;
"K-B3 ACOEM SW 5";2024-10-06 05:00:00;88,81;10,34;
"K-B3 ACOEM SW 5";2024-10-06 04:00:00;89,49;10,58;
"K-B3 ACOEM SW 5";2024-10-06 03:00:00;90,25;10,26;
"K-B3 ACOEM SW 5";2024-10-06 02:00:00;89,56;10,41;
"K-B3 ACOEM SW 5";2024-10-06 01:00:00;90,33;10,68;
"K-B3 ACOEM SW 5";2024-10-06 00:00:00;89,55;10,86;
"K-B3 ACOEM SW 5";2024-10-05 23:00:00;87,96;11,18;
"K-B3 ACOEM SW 5";2024-10-05 22:00:00;86,00;11,70;
"K-B3 ACOEM SW 5";2024-10-05 21:00:00;85,70;12,20;
"K-B3 ACOEM SW 5";2024-10-05 20:00:00;84,65;12,67;
"K-B3 ACOEM SW 5";2024-10-05 19:00:00;83,93;13,30;
"K-B3 ACOEM SW 5";2024-10-05 18:00:00;74,90;14,42;
"K-B3 ACOEM SW 5";2024-10-05 17:00:00;75,55;14,82;
"K-B3 ACOEM SW 5";2024-10-05 16:00:00;77,82;14,30;
"K-B3 ACOEM SW 5";2024-10-05 15:00:00;76,17;14,41;
"K-B3 ACOEM SW 5";2024-10-05 14:00:00;75,98;14,29;
"K-B3 ACOEM SW 5";2024-10-05 13:00:00;74,53;14,07;
"K-B3 ACOEM SW 5";2024-10-05 12:00:00;74,43;13,00;
"K-B3 ACOEM SW 5";2024-10-05 11:00:00;74,59;12,14;
"K-B3 ACOEM SW 5";2024-10-05 10:00:00;77,68;10,07;
"K-B3 ACOEM SW 5";2024-10-05 09:00:00;79,87;8,73;
"K-B3 ACOEM SW 5";2024-10-05 08:00:00;78,48;8,84;
"K-B3 ACOEM SW 5";2024-10-05 07:00:00;79,87;8,69;
"K-B3 ACOEM SW 5";2024-10-05 06:00:00;84,05;8,39;
"K-B3 ACOEM SW 5";2024-10-05 05:00:00;85,99;8,11;
"K-B3 ACOEM SW 5";2024-10-05 04:00:00;85,75;8,32;
"K-B3 ACOEM SW 5";2024-10-05 03:00:00;89,40;7,87;
"K-B3 ACOEM SW 5";2024-10-05 02:00:00;91,00;7,41;
"K-B3 ACOEM SW 5";2024-10-05 01:00:00;90,11;7,80;
